drift_date,calculated_at,live_cagr,backtest_cagr,drift_pct,information_ratio,excess_return_mean,excess_return_std,tracking_error,data_quality,days_analyzed,drift_status,created_at
2025-06-08 00:00:00,2025-06-08 19:34:13,0,0,0,0,0,0,0,no_backtest,0,WARN,2025-06-08 19:34:13
